cell,model,selection,n,n_raw_features,prevalence,AP_mean,AP_std,AUC_mean,AUC_std,elapsed_sec,cohort,rung,outcome
cohort_8|Demographics|henl_4gp_bin,HistGB,Block PCA,145,6,0.2620689655172414,0.34412048689754093,0.09444078477844794,0.5121572871572871,0.08000167749761816,7.2,cohort_8,Demographics,henl_4gp_bin
cohort_8|+ 8ft|ad_adnc,LR-l2,Block PCA,146,7,0.6506849315068494,0.7374854316559035,0.04345537438243831,0.576267942583732,0.048411280541493566,2.0,cohort_8,+ 8ft,ad_adnc
cohort_8|+ 8ft|ad_adnc,LR-l1,Block PCA,146,7,0.6506849315068494,0.7412880795612596,0.047839756720845145,0.5894098883572568,0.058452078036791685,2.2,cohort_8,+ 8ft,ad_adnc
cohort_8|+ 8ft|ad_adnc,LR-elasticnet,Block PCA,146,7,0.6506849315068494,0.7392627343882474,0.04785538622347946,0.5846570972886762,0.056014375841782545,2.4,cohort_8,+ 8ft,ad_adnc
cohort_8|+ 8ft|ad_adnc,SVC-RBF,Block PCA,146,7,0.6506849315068494,0.7474066133960032,0.07136365587297613,0.5892822966507176,0.10084020856275959,3.1,cohort_8,+ 8ft,ad_adnc
cohort_8|+ 8ft|ad_adnc,RF,Block PCA,146,7,0.6506849315068494,0.7771475857592095,0.04564244426621288,0.6013875598086125,0.061292980329443095,42.1,cohort_8,+ 8ft,ad_adnc
cohort_8|+ 8ft|ad_adnc,HistGB,Block PCA,146,7,0.6506849315068494,0.7653797387657119,0.046300594635225956,0.5854864433811802,0.07608882503975765,7.3,cohort_8,+ 8ft,ad_adnc
cohort_8|+ 8ft|lb_7reg,LR-l2,Block PCA,146,7,0.2054794520547945,0.3324754946633032,0.11478050163385026,0.5499194847020934,0.08496026063998992,2.2,cohort_8,+ 8ft,lb_7reg
cohort_8|+ 8ft|lb_7reg,LR-l1,Block PCA,146,7,0.2054794520547945,0.34107385318505884,0.11465423635850185,0.5649657809983897,0.0945234412812469,4.2,cohort_8,+ 8ft,lb_7reg
cohort_8|+ 8ft|lb_7reg,LR-elasticnet,Block PCA,146,7,0.2054794520547945,0.3374178771795406,0.10629816995134801,0.5684883252818036,0.0896264531627483,3.8,cohort_8,+ 8ft,lb_7reg
cohort_8|+ 8ft|lb_7reg,SVC-RBF,Block PCA,146,7,0.2054794520547945,0.31505314464549167,0.08463680939088025,0.5530797101449275,0.07334916020105992,3.4,cohort_8,+ 8ft,lb_7reg
cohort_8|+ 8ft|lb_7reg,RF,Block PCA,146,7,0.2054794520547945,0.2945822093940827,0.05484400478549845,0.5781904186795491,0.07669392108519234,42.0,cohort_8,+ 8ft,lb_7reg
cohort_8|+ 8ft|lb_7reg,HistGB,Block PCA,146,7,0.2054794520547945,0.3538419025839619,0.11577094898632567,0.6308977455716587,0.11192291798938807,7.1,cohort_8,+ 8ft,lb_7reg
cohort_8|+ 8ft|tdp_st4_bin,LR-l2,Block PCA,146,7,0.5616438356164384,0.6918494344169996,0.07599206693854225,0.612493715434892,0.07402905863237702,2.0,cohort_8,+ 8ft,tdp_st4_bin
cohort_8|+ 8ft|tdp_st4_bin,LR-l1,Block PCA,146,7,0.5616438356164384,0.6856875262602652,0.09080038524903919,0.6103192559074913,0.10061061229003702,2.1,cohort_8,+ 8ft,tdp_st4_bin
cohort_8|+ 8ft|tdp_st4_bin,LR-elasticnet,Block PCA,146,7,0.5616438356164384,0.7049109437544002,0.07977335237957718,0.6229512317747613,0.08628035789528887,2.4,cohort_8,+ 8ft,tdp_st4_bin
cohort_8|+ 8ft|tdp_st4_bin,SVC-RBF,Block PCA,146,7,0.5616438356164384,0.6880455865760149,0.0729553524128748,0.612902212166918,0.08683747271923677,3.1,cohort_8,+ 8ft,tdp_st4_bin
cohort_8|+ 8ft|tdp_st4_bin,RF,Block PCA,146,7,0.5616438356164384,0.6942018866813541,0.08816619089181332,0.6370977878330819,0.09633565812124248,41.9,cohort_8,+ 8ft,tdp_st4_bin
cohort_8|+ 8ft|tdp_st4_bin,HistGB,Block PCA,146,7,0.5616438356164384,0.6829494782657634,0.08345033849924526,0.6108408748114631,0.08218286071692982,7.3,cohort_8,+ 8ft,tdp_st4_bin
cohort_8|+ 8ft|arteriol_scler_bin,LR-l2,Block PCA,145,7,0.35172413793103446,0.5381758443351281,0.12569562906750995,0.6614070529860004,0.09736781262570258,2.1,cohort_8,+ 8ft,arteriol_scler_bin
cohort_8|+ 8ft|arteriol_scler_bin,LR-l1,Block PCA,145,7,0.35172413793103446,0.5356759328166241,0.14594482759090047,0.6592876129718235,0.1184163465298293,2.1,cohort_8,+ 8ft,arteriol_scler_bin
cohort_8|+ 8ft|arteriol_scler_bin,LR-elasticnet,Block PCA,145,7,0.35172413793103446,0.5395705937075059,0.14626808332105812,0.6514017366648945,0.11670660147170465,2.2,cohort_8,+ 8ft,arteriol_scler_bin
cohort_8|+ 8ft|arteriol_scler_bin,SVC-RBF,Block PCA,145,7,0.35172413793103446,0.4952649889790148,0.13515202806481819,0.6195569732411838,0.10710110814608392,3.1,cohort_8,+ 8ft,arteriol_scler_bin
cohort_8|+ 8ft|arteriol_scler_bin,RF,Block PCA,145,7,0.35172413793103446,0.49824367657321517,0.09350922356084952,0.6272656388445862,0.09014224401384018,42.0,cohort_8,+ 8ft,arteriol_scler_bin
cohort_8|+ 8ft|arteriol_scler_bin,HistGB,Block PCA,145,7,0.35172413793103446,0.45524526558211187,0.07637059363011012,0.6009073188020556,0.0821705317791231,7.2,cohort_8,+ 8ft,arteriol_scler_bin
cohort_8|+ 8ft|cvda_4gp2_bin,LR-l2,Block PCA,146,7,0.22602739726027396,0.4274159097858115,0.10905706556785495,0.6990338164251207,0.09839068923768106,1.8,cohort_8,+ 8ft,cvda_4gp2_bin
cohort_8|+ 8ft|cvda_4gp2_bin,LR-l1,Block PCA,146,7,0.22602739726027396,0.3866195235633858,0.09647500670673481,0.6680030114812724,0.09886054501479169,2.2,cohort_8,+ 8ft,cvda_4gp2_bin
cohort_8|+ 8ft|cvda_4gp2_bin,LR-elasticnet,Block PCA,146,7,0.22602739726027396,0.38218622059212026,0.09527710120738817,0.6649727084509693,0.09229941391283188,2.5,cohort_8,+ 8ft,cvda_4gp2_bin
cohort_8|+ 8ft|cvda_4gp2_bin,SVC-RBF,Block PCA,146,7,0.22602739726027396,0.41661242190730874,0.12115636589072941,0.7008532530271661,0.09893858055136083,3.1,cohort_8,+ 8ft,cvda_4gp2_bin
cohort_8|+ 8ft|cvda_4gp2_bin,RF,Block PCA,146,7,0.22602739726027396,0.3539906934507214,0.08194686477683202,0.6477319781667609,0.07968362042778611,42.0,cohort_8,+ 8ft,cvda_4gp2_bin
cohort_8|+ 8ft|cvda_4gp2_bin,HistGB,Block PCA,146,7,0.22602739726027396,0.33736871527139556,0.11909723193997512,0.5912353347135956,0.10356570830650402,7.3,cohort_8,+ 8ft,cvda_4gp2_bin
cohort_8|+ 8ft|henl_4gp_bin,LR-l2,Block PCA,145,7,0.2620689655172414,0.4159691995574572,0.09231470414163345,0.6305916305916307,0.07564815501996558,2.1,cohort_8,+ 8ft,henl_4gp_bin
cohort_8|+ 8ft|henl_4gp_bin,LR-l1,Block PCA,145,7,0.2620689655172414,0.4195685083470075,0.10111027002198326,0.6310966810966812,0.0806552938716291,2.0,cohort_8,+ 8ft,henl_4gp_bin
cohort_8|+ 8ft|henl_4gp_bin,LR-elasticnet,Block PCA,145,7,0.2620689655172414,0.4038438592670849,0.10428584723639572,0.6078282828282827,0.10251351032983573,2.3,cohort_8,+ 8ft,henl_4gp_bin
cohort_8|+ 8ft|henl_4gp_bin,SVC-RBF,Block PCA,145,7,0.2620689655172414,0.4128464394124168,0.10251363164852864,0.6176406926406925,0.07162556464064797,3.3,cohort_8,+ 8ft,henl_4gp_bin
cohort_8|+ 8ft|henl_4gp_bin,RF,Block PCA,145,7,0.2620689655172414,0.3278642840159326,0.06782392313055567,0.5180375180375181,0.07932948828094524,42.2,cohort_8,+ 8ft,henl_4gp_bin
cohort_8|+ 8ft|henl_4gp_bin,HistGB,Block PCA,145,7,0.2620689655172414,0.3312418277327374,0.09896381937871192,0.5056277056277056,0.06554868799548319,7.2,cohort_8,+ 8ft,henl_4gp_bin
cohort_8|+ Gait Bout|ad_adnc,LR-l2,Block PCA,146,446,0.6506849315068494,0.7618800401982956,0.06026854474397099,0.6011483253588517,0.08485468433180199,8.2,cohort_8,+ Gait Bout,ad_adnc
cohort_8|+ Gait Bout|ad_adnc,LR-l1,Block PCA,146,446,0.6506849315068494,0.7639026340632277,0.056530433914783414,0.5965231259968102,0.08207426402139535,16.6,cohort_8,+ Gait Bout,ad_adnc
cohort_8|+ Gait Bout|ad_adnc,LR-elasticnet,Block PCA,146,446,0.6506849315068494,0.7661258417513203,0.05754272652557434,0.6087400318979266,0.08578534476324494,17.4,cohort_8,+ Gait Bout,ad_adnc
cohort_8|+ Gait Bout|ad_adnc,SVC-RBF,Block PCA,146,446,0.6506849315068494,0.710320160333701,0.08008344751525398,0.5807655502392344,0.11025446244282901,9.6,cohort_8,+ Gait Bout,ad_adnc
cohort_8|+ Gait Bout|ad_adnc,RF,Block PCA,146,446,0.6506849315068494,0.7017775172326474,0.05081205112771836,0.5254226475279107,0.09301778609368276,53.3,cohort_8,+ Gait Bout,ad_adnc
cohort_8|+ Gait Bout|ad_adnc,HistGB,Block PCA,146,446,0.6506849315068494,0.734728483086805,0.054035882101328474,0.5554704944178629,0.08540966344179227,14.8,cohort_8,+ Gait Bout,ad_adnc
cohort_8|+ Gait Bout|lb_7reg,LR-l2,Block PCA,146,446,0.2054794520547945,0.3351152436697099,0.0783580203359386,0.573450080515298,0.11239946041480126,7.6,cohort_8,+ Gait Bout,lb_7reg
cohort_8|+ Gait Bout|lb_7reg,LR-l1,Block PCA,146,446,0.2054794520547945,0.35614344243061147,0.0935519547873768,0.6014895330112722,0.12837596478301008,17.4,cohort_8,+ Gait Bout,lb_7reg
cohort_8|+ Gait Bout|lb_7reg,LR-elasticnet,Block PCA,146,446,0.2054794520547945,0.35918977429090443,0.11455947228151046,0.6080314009661836,0.13351130178243892,17.8,cohort_8,+ Gait Bout,lb_7reg
cohort_8|+ Gait Bout|lb_7reg,SVC-RBF,Block PCA,146,446,0.2054794520547945,0.3174332221989152,0.06975224109470159,0.5883454106280194,0.08562280951879192,9.7,cohort_8,+ Gait Bout,lb_7reg
cohort_8|+ Gait Bout|lb_7reg,RF,Block PCA,146,446,0.2054794520547945,0.28576950448768723,0.07365012908461499,0.5512278582930757,0.08780489949586383,52.8,cohort_8,+ Gait Bout,lb_7reg
cohort_8|+ Gait Bout|lb_7reg,HistGB,Block PCA,146,446,0.2054794520547945,0.28323443187420566,0.0634781761798217,0.5305756843800322,0.08877759561010463,14.7,cohort_8,+ Gait Bout,lb_7reg
cohort_8|+ Gait Bout|tdp_st4_bin,LR-l2,Block PCA,146,446,0.5616438356164384,0.6561674371521193,0.09288947697002564,0.5757352941176471,0.0948763695552185,8.2,cohort_8,+ Gait Bout,tdp_st4_bin
cohort_8|+ Gait Bout|tdp_st4_bin,LR-l1,Block PCA,146,446,0.5616438356164384,0.6656129222212159,0.09271436132183059,0.5867835595776772,0.10931731103701095,18.5,cohort_8,+ Gait Bout,tdp_st4_bin
cohort_8|+ Gait Bout|tdp_st4_bin,LR-elasticnet,Block PCA,146,446,0.5616438356164384,0.6571935786531627,0.08725151504995544,0.5731020613373554,0.10764273968704809,19.1,cohort_8,+ Gait Bout,tdp_st4_bin
cohort_8|+ Gait Bout|tdp_st4_bin,SVC-RBF,Block PCA,146,446,0.5616438356164384,0.6197772865872899,0.08169613911039669,0.5236739567621921,0.0955347387165126,9.7,cohort_8,+ Gait Bout,tdp_st4_bin
cohort_8|+ Gait Bout|tdp_st4_bin,RF,Block PCA,146,446,0.5616438356164384,0.6497153073669913,0.07922645817276688,0.5615793112116642,0.08963145187049618,54.5,cohort_8,+ Gait Bout,tdp_st4_bin
cohort_8|+ Gait Bout|tdp_st4_bin,HistGB,Block PCA,146,446,0.5616438356164384,0.6521436445838005,0.09093433451840562,0.5471970839617898,0.11463085863355361,14.7,cohort_8,+ Gait Bout,tdp_st4_bin
cohort_8|+ Gait Bout|arteriol_scler_bin,LR-l2,Block PCA,145,446,0.35172413793103446,0.3910827998583184,0.08335554631106376,0.4816693248272195,0.09518058225739016,8.6,cohort_8,+ Gait Bout,arteriol_scler_bin
cohort_8|+ Gait Bout|arteriol_scler_bin,LR-l1,Block PCA,145,446,0.35172413793103446,0.4026550670591548,0.0630352984381884,0.5193407761828813,0.08106850878171792,17.3,cohort_8,+ Gait Bout,arteriol_scler_bin
cohort_8|+ Gait Bout|arteriol_scler_bin,LR-elasticnet,Block PCA,145,446,0.35172413793103446,0.41599942869452583,0.06598955307168719,0.5162325004430267,0.09830866789799109,19.4,cohort_8,+ Gait Bout,arteriol_scler_bin
cohort_8|+ Gait Bout|arteriol_scler_bin,SVC-RBF,Block PCA,145,446,0.35172413793103446,0.5068022973269453,0.09155402928632517,0.5755360623781677,0.11451223191864238,9.9,cohort_8,+ Gait Bout,arteriol_scler_bin
cohort_8|+ Gait Bout|arteriol_scler_bin,RF,Block PCA,145,446,0.35172413793103446,0.4661876066114909,0.0667499351541424,0.5533900407584618,0.07639453962654859,53.8,cohort_8,+ Gait Bout,arteriol_scler_bin
cohort_8|+ Gait Bout|arteriol_scler_bin,HistGB,Block PCA,145,446,0.35172413793103446,0.4717950887043492,0.10551090716403215,0.5540138224348751,0.07714979540383517,14.5,cohort_8,+ Gait Bout,arteriol_scler_bin
cohort_8|+ Gait Bout|cvda_4gp2_bin,LR-l2,Block PCA,146,446,0.22602739726027396,0.42772878185926466,0.13351215040895828,0.6710333145115752,0.10131827538804557,7.7,cohort_8,+ Gait Bout,cvda_4gp2_bin
cohort_8|+ Gait Bout|cvda_4gp2_bin,LR-l1,Block PCA,146,446,0.22602739726027396,0.4053744300047396,0.12282344049713637,0.6599347512390992,0.10152996537355757,17.7,cohort_8,+ Gait Bout,cvda_4gp2_bin
cohort_8|+ Gait Bout|cvda_4gp2_bin,LR-elasticnet,Block PCA,146,446,0.22602739726027396,0.41869899942463834,0.13461274558313407,0.6666541188280318,0.10070842953376338,18.1,cohort_8,+ Gait Bout,cvda_4gp2_bin
cohort_8|+ Gait Bout|cvda_4gp2_bin,SVC-RBF,Block PCA,146,446,0.22602739726027396,0.4162039231658933,0.07797206924451296,0.6166196122717864,0.05860058143238842,9.7,cohort_8,+ Gait Bout,cvda_4gp2_bin
cohort_8|+ Gait Bout|cvda_4gp2_bin,RF,Block PCA,146,446,0.22602739726027396,0.4071574723182993,0.15124356794904584,0.6220873329568981,0.1128931983848994,52.9,cohort_8,+ Gait Bout,cvda_4gp2_bin
cohort_8|+ Gait Bout|cvda_4gp2_bin,HistGB,Block PCA,146,446,0.22602739726027396,0.36928608795130546,0.10350997957572242,0.5733170211431081,0.12915806772256827,14.7,cohort_8,+ Gait Bout,cvda_4gp2_bin
cohort_8|+ Gait Bout|henl_4gp_bin,LR-l2,Block PCA,145,446,0.2620689655172414,0.36996520947915545,0.0790441255168881,0.5380591630591631,0.08079390722947101,7.8,cohort_8,+ Gait Bout,henl_4gp_bin
cohort_8|+ Gait Bout|henl_4gp_bin,LR-l1,Block PCA,145,446,0.2620689655172414,0.36134079620323284,0.06289888987062929,0.5362554112554112,0.07340689249549115,17.5,cohort_8,+ Gait Bout,henl_4gp_bin
cohort_8|+ Gait Bout|henl_4gp_bin,LR-elasticnet,Block PCA,145,446,0.2620689655172414,0.3687653897756046,0.08619445255689877,0.5416305916305917,0.07576284940072352,18.6,cohort_8,+ Gait Bout,henl_4gp_bin
cohort_8|+ Gait Bout|henl_4gp_bin,SVC-RBF,Block PCA,145,446,0.2620689655172414,0.317830455719852,0.08721603771344792,0.5033910533910534,0.14668428182554802,9.6,cohort_8,+ Gait Bout,henl_4gp_bin
cohort_8|+ Gait Bout|henl_4gp_bin,RF,Block PCA,145,446,0.2620689655172414,0.37541072611449994,0.11104293934015755,0.4976370851370851,0.11349981775454394,53.2,cohort_8,+ Gait Bout,henl_4gp_bin
cohort_8|+ Gait Bout|henl_4gp_bin,HistGB,Block PCA,145,446,0.2620689655172414,0.3802901903927953,0.14330756636570308,0.5250721500721501,0.1515504064666594,14.6,cohort_8,+ Gait Bout,henl_4gp_bin
cohort_8|+ Gait Bout + 8ft|ad_adnc,LR-l2,Block PCA,146,447,0.6506849315068494,0.7647245153553144,0.05819010418731827,0.607049441786284,0.08624508055306111,7.6,cohort_8,+ Gait Bout + 8ft,ad_adnc
cohort_8|+ Gait Bout + 8ft|ad_adnc,LR-l1,Block PCA,146,447,0.6506849315068494,0.7590882550167236,0.05793275863479828,0.5927272727272729,0.08570965170475926,16.6,cohort_8,+ Gait Bout + 8ft,ad_adnc
cohort_8|+ Gait Bout + 8ft|ad_adnc,LR-elasticnet,Block PCA,146,447,0.6506849315068494,0.765182576565719,0.056524599752915315,0.6090909090909091,0.0850677695447676,17.4,cohort_8,+ Gait Bout + 8ft,ad_adnc
cohort_8|+ Gait Bout + 8ft|ad_adnc,SVC-RBF,Block PCA,146,447,0.6506849315068494,0.7171054046397168,0.08741394102565217,0.5853588516746412,0.11402276954693386,9.6,cohort_8,+ Gait Bout + 8ft,ad_adnc
cohort_8|+ Gait Bout + 8ft|ad_adnc,RF,Block PCA,146,447,0.6506849315068494,0.689333933492249,0.06417156337276216,0.5254226475279108,0.10042359961052316,52.7,cohort_8,+ Gait Bout + 8ft,ad_adnc
cohort_8|+ Gait Bout + 8ft|ad_adnc,HistGB,Block PCA,146,447,0.6506849315068494,0.7460545947291553,0.05070244293740029,0.5828708133971292,0.07486210293000406,14.6,cohort_8,+ Gait Bout + 8ft,ad_adnc
cohort_8|+ Gait Bout + 8ft|lb_7reg,LR-l2,Block PCA,146,447,0.2054794520547945,0.3202136668092992,0.09035495152060888,0.5522946859903383,0.11334474038015069,8.0,cohort_8,+ Gait Bout + 8ft,lb_7reg
cohort_8|+ Gait Bout + 8ft|lb_7reg,LR-l1,Block PCA,146,447,0.2054794520547945,0.3419620276649386,0.0936224821489392,0.5766304347826087,0.11718846373238787,17.7,cohort_8,+ Gait Bout + 8ft,lb_7reg
cohort_8|+ Gait Bout + 8ft|lb_7reg,LR-elasticnet,Block PCA,146,447,0.2054794520547945,0.3374149547642003,0.10508337623150088,0.5785628019323672,0.12185576383553622,18.3,cohort_8,+ Gait Bout + 8ft,lb_7reg
cohort_8|+ Gait Bout + 8ft|lb_7reg,SVC-RBF,Block PCA,146,447,0.2054794520547945,0.31414453419688537,0.07013189932005726,0.5815821256038647,0.08607916161477952,9.7,cohort_8,+ Gait Bout + 8ft,lb_7reg
cohort_8|+ Gait Bout + 8ft|lb_7reg,RF,Block PCA,146,447,0.2054794520547945,0.3078020898900459,0.08069696828291205,0.5699275362318841,0.10559772784277695,52.3,cohort_8,+ Gait Bout + 8ft,lb_7reg
cohort_8|+ Gait Bout + 8ft|lb_7reg,HistGB,Block PCA,146,447,0.2054794520547945,0.29243280093572477,0.07921684125800847,0.532145732689211,0.1170349402195457,14.6,cohort_8,+ Gait Bout + 8ft,lb_7reg
cohort_8|+ Gait Bout + 8ft|tdp_st4_bin,LR-l2,Block PCA,146,447,0.5616438356164384,0.6474281575206553,0.09132858281481322,0.5709276018099547,0.10235648329092777,8.7,cohort_8,+ Gait Bout + 8ft,tdp_st4_bin
cohort_8|+ Gait Bout + 8ft|tdp_st4_bin,LR-l1,Block PCA,146,447,0.5616438356164384,0.6579006588155932,0.09760238811306352,0.5795311714429361,0.10649943707484755,18.4,cohort_8,+ Gait Bout + 8ft,tdp_st4_bin
cohort_8|+ Gait Bout + 8ft|tdp_st4_bin,LR-elasticnet,Block PCA,146,447,0.5616438356164384,0.6553516007033905,0.10112130307159539,0.575138260432378,0.11806763712668529,19.4,cohort_8,+ Gait Bout + 8ft,tdp_st4_bin
cohort_8|+ Gait Bout + 8ft|tdp_st4_bin,SVC-RBF,Block PCA,146,447,0.5616438356164384,0.6210228001457527,0.07831537935027386,0.5217885872297637,0.09966314838812175,9.7,cohort_8,+ Gait Bout + 8ft,tdp_st4_bin
cohort_8|+ Gait Bout + 8ft|tdp_st4_bin,RF,Block PCA,146,447,0.5616438356164384,0.6420450418393977,0.0815097060485004,0.5397498743086978,0.09588148919678748,53.9,cohort_8,+ Gait Bout + 8ft,tdp_st4_bin
cohort_8|+ Gait Bout + 8ft|tdp_st4_bin,HistGB,Block PCA,146,447,0.5616438356164384,0.6411942361748377,0.08708614647166953,0.5409188034188034,0.11500200096823017,14.7,cohort_8,+ Gait Bout + 8ft,tdp_st4_bin
cohort_8|+ Gait Bout + 8ft|arteriol_scler_bin,LR-l2,Block PCA,145,447,0.35172413793103446,0.4029064104330028,0.09192683315817413,0.4901187311713628,0.10042245445378897,8.7,cohort_8,+ Gait Bout + 8ft,arteriol_scler_bin
cohort_8|+ Gait Bout + 8ft|arteriol_scler_bin,LR-l1,Block PCA,145,447,0.35172413793103446,0.4039248480245425,0.07677147369251947,0.507003367003367,0.09906572120849998,17.8,cohort_8,+ Gait Bout + 8ft,arteriol_scler_bin
cohort_8|+ Gait Bout + 8ft|arteriol_scler_bin,LR-elasticnet,Block PCA,145,447,0.35172413793103446,0.4203506523412171,0.07449599703966937,0.53585326953748,0.09168696326725177,19.5,cohort_8,+ Gait Bout + 8ft,arteriol_scler_bin
cohort_8|+ Gait Bout + 8ft|arteriol_scler_bin,SVC-RBF,Block PCA,145,447,0.35172413793103446,0.5091827489339587,0.07909017897390992,0.5712688286372497,0.10436340539162636,9.7,cohort_8,+ Gait Bout + 8ft,arteriol_scler_bin
cohort_8|+ Gait Bout + 8ft|arteriol_scler_bin,RF,Block PCA,145,447,0.35172413793103446,0.47482796967678353,0.056032975478427734,0.5542158426368953,0.06872904669762527,53.1,cohort_8,+ Gait Bout + 8ft,arteriol_scler_bin
cohort_8|+ Gait Bout + 8ft|arteriol_scler_bin,HistGB,Block PCA,145,447,0.35172413793103446,0.4770500322909275,0.1039536855322219,0.5555023923444977,0.07230707990803427,14.4,cohort_8,+ Gait Bout + 8ft,arteriol_scler_bin
cohort_8|+ Gait Bout + 8ft|cvda_4gp2_bin,LR-l2,Block PCA,146,447,0.22602739726027396,0.422897677269053,0.13070279907612992,0.6697157914549218,0.1057280473843001,7.7,cohort_8,+ Gait Bout + 8ft,cvda_4gp2_bin
cohort_8|+ Gait Bout + 8ft|cvda_4gp2_bin,LR-l1,Block PCA,146,447,0.22602739726027396,0.41120548827627407,0.13326187840888082,0.6646966560010039,0.10160947409365503,17.8,cohort_8,+ Gait Bout + 8ft,cvda_4gp2_bin
cohort_8|+ Gait Bout + 8ft|cvda_4gp2_bin,LR-elasticnet,Block PCA,146,447,0.22602739726027396,0.40759270986535895,0.11806515659477744,0.6643453165192295,0.09585242519531517,18.2,cohort_8,+ Gait Bout + 8ft,cvda_4gp2_bin
cohort_8|+ Gait Bout + 8ft|cvda_4gp2_bin,SVC-RBF,Block PCA,146,447,0.22602739726027396,0.4095367689360341,0.07344053853150362,0.6131626827279002,0.05712305725149267,9.7,cohort_8,+ Gait Bout + 8ft,cvda_4gp2_bin
cohort_8|+ Gait Bout + 8ft|cvda_4gp2_bin,RF,Block PCA,146,447,0.22602739726027396,0.39513834009176746,0.13852759044269788,0.6225359181880922,0.11630386325278352,54.4,cohort_8,+ Gait Bout + 8ft,cvda_4gp2_bin
cohort_8|+ Gait Bout + 8ft|cvda_4gp2_bin,HistGB,Block PCA,146,447,0.22602739726027396,0.3981466473601891,0.13862226255616464,0.5902315076228121,0.13940279342069803,15.3,cohort_8,+ Gait Bout + 8ft,cvda_4gp2_bin
cohort_8|+ Gait Bout + 8ft|henl_4gp_bin,LR-l2,Block PCA,145,447,0.2620689655172414,0.36319415456118914,0.07889935505976704,0.5242424242424242,0.10189001666116194,7.9,cohort_8,+ Gait Bout + 8ft,henl_4gp_bin
cohort_8|+ Gait Bout + 8ft|henl_4gp_bin,LR-l1,Block PCA,145,447,0.2620689655172414,0.3718728645987866,0.07446891994044,0.5376623376623377,0.08050832751816807,17.7,cohort_8,+ Gait Bout + 8ft,henl_4gp_bin
cohort_8|+ Gait Bout + 8ft|henl_4gp_bin,LR-elasticnet,Block PCA,145,447,0.2620689655172414,0.3724300709704974,0.08058959251905501,0.5512265512265512,0.07670752248859547,18.6,cohort_8,+ Gait Bout + 8ft,henl_4gp_bin
cohort_8|+ Gait Bout + 8ft|henl_4gp_bin,SVC-RBF,Block PCA,145,447,0.2620689655172414,0.31601265626786285,0.0855218386602838,0.49801587301587297,0.14807600491172018,11.1,cohort_8,+ Gait Bout + 8ft,henl_4gp_bin
cohort_8|+ Gait Bout + 8ft|henl_4gp_bin,RF,Block PCA,145,447,0.2620689655172414,0.39242929839506296,0.12858447319232463,0.544426406926407,0.1334587609995672,52.7,cohort_8,+ Gait Bout + 8ft,henl_4gp_bin
cohort_8|+ Gait Bout + 8ft|henl_4gp_bin,HistGB,Block PCA,145,447,0.2620689655172414,0.3909560117102492,0.14246770683191615,0.5462842712842714,0.14206153164932572,14.8,cohort_8,+ Gait Bout + 8ft,henl_4gp_bin
